Delivery_ID,Truck_ID,Delivery_Date,Distance_KM,Was_Delayed,Delay_Hours,Penalty_Fees_USD
D10084,T040,2023-10-17,156,Yes,4,719
D10085,T040,2024-12-15,634,No,0,0
D10086,T040,2024-08-18,334,No,0,0
D10087,T040,2024-11-03,1327,Yes,18,4476
D10088,T040,2023-03-04,579,No,0,0
D10089,T040,2023-05-03,886,Yes,20,2328
D10090,T040,2023-11-04,1119,No,0,0
D10091,T040,2023-01-19,160,No,0,0
D10092,T040,2024-11-03,270,No,0,0
D10093,T040,2024-04-13,695,No,0,0
D10094,T040,2023-11-06,1042,No,0,0
D10095,T040,2024-12-20,1048,Yes,4,1086
D10096,T040,2023-02-21,897,No,0,0
D10097,T040,2024-11-23,1442,No,0,0
D10098,T040,2024-07-24,1016,No,0,0
D10099,T040,2023-06-21,1155,Yes,7,514
D10100,T040,2023-01-30,1282,No,0,0
D10101,T040,2024-04-20,579,No,0,0
D10102,T040,2023-02-26,338,No,0,0
D10103,T040,2024-06-18,220,No,0,0
D10104,T040,2024-06-25,1430,Yes,2,169
D10105,T040,2024-03-20,1068,Yes,13,3962
D10106,T040,2024-11-25,1229,No,0,0
D10107,T040,2024-01-07,986,No,0,0
D10108,T040,2023-05-12,1462,Yes,13,3514
D10109,T040,2024-02-13,363,No,0,0
D10110,T040,2023-10-21,435,No,0,0
D10111,T040,2023-08-27,794,No,0,0
D10112,T040,2024-06-26,138,Yes,7,1275
D10113,T040,2024-04-29,1250,No,0,0
D10114,T040,2024-03-16,1396,No,0,0
D10115,T040,2023-01-30,1286,No,0,0
D10116,T040,2024-02-26,1310,No,0,0
D10117,T040,2024-11-24,1342,No,0,0
D10118,T040,2023-11-06,529,No,0,0
D10119,T040,2023-07-25,470,No,0,0
D10120,T040,2023-09-08,525,No,0,0
D10121,T040,2023-08-04,946,Yes,4,474
D10122,T040,2024-11-16,848,No,0,0
D10123,T040,2023-02-16,1393,Yes,18,3901
D10124,T040,2023-01-01,557,Yes,1,0
D10125,T040,2024-03-17,303,No,0,0
D10126,T040,2024-01-24,607,No,0,0
D10127,T040,2023-03-14,1394,No,0,0
D10128,T040,2024-10-03,1205,No,0,0
D10129,T040,2024-05-13,777,No,0,0
D10130,T040,2024-03-21,881,No,0,0
D10131,T040,2023-11-07,489,No,0,0
D10132,T040,2024-07-08,528,Yes,20,3617
D10133,T040,2024-06-24,503,No,0,0
D10134,T040,2023-09-10,379,No,0,0
D10135,T040,2023-06-09,1232,No,0,0
D10136,T040,2024-11-19,837,No,0,0
D10137,T040,2024-05-04,1341,No,0,0
D10138,T040,2024-03-19,353,Yes,4,822
D10139,T040,2024-03-16,244,No,0,0
D10140,T040,2023-06-22,169,No,0,0
D10141,T040,2023-10-14,469,No,0,0
D10142,T040,2023-11-22,1249,No,0,0
D10143,T040,2023-06-13,125,No,0,0
D10144,T040,2024-05-11,1154,No,0,0
D10145,T040,2024-04-05,1025,No,0,0
D10146,T040,2023-06-04,1011,No,0,0
D10147,T040,2023-03-20,1255,No,0,0
D10148,T040,2023-11-26,944,No,0,0
D10149,T040,2024-12-29,1470,No,0,0
D10150,T040,2024-10-06,1172,No,0,0
D10151,T040,2024-03-14,919,No,0,0
D10152,T040,2024-04-07,510,No,0,0
D10153,T040,2023-03-19,762,No,0,0
D10154,T040,2023-06-12,1281,No,0,0
D10155,T040,2023-11-27,932,No,0,0
D10156,T040,2024-09-21,680,No,0,0
D10157,T040,2023-04-13,656,Yes,12,2907
D10158,T040,2023-02-14,79,No,0,0
D10159,T040,2024-10-14,1227,No,0,0
D10160,T040,2023-06-08,64,Yes,4,658
D10161,T040,2023-08-04,611,No,0,0
D10162,T040,2024-11-16,317,No,0,0
D10163,T040,2023-01-06,509,No,0,0
D10164,T040,2024-11-26,1447,No,0,0
D10165,T040,2024-07-28,1313,No,0,0
D10166,T040,2023-06-17,882,No,0,0
D10167,T040,2024-09-03,241,No,0,0
D10168,T040,2023-07-07,729,No,0,0
D10169,T040,2023-10-31,155,No,0,0
D10170,T040,2024-12-06,261,No,0,0
D10171,T040,2024-01-26,1045,No,0,0
D10172,T040,2024-04-16,69,No,0,0
D10173,T040,2023-04-29,1479,Yes,10,3786
D10174,T040,2024-01-19,120,Yes,4,1061
D10175,T040,2024-12-15,1052,Yes,3,428
D10176,T040,2023-04-11,1285,No,0,0
D10177,T040,2023-10-23,1274,Yes,3,427
D10178,T040,2024-01-14,54,No,0,0
D10179,T040,2024-04-08,367,No,0,0
D10180,T040,2024-10-09,761,Yes,12,3533
D10181,T040,2023-08-21,100,No,0,0
D10182,T040,2024-10-31,1081,Yes,5,1476
D10183,T040,2023-04-14,1232,No,0,0
D10184,T040,2024-06-07,269,No,0,0
D10185,T040,2023-07-05,670,No,0,0
D10186,T040,2023-04-14,95,No,0,0
D10187,T040,2023-07-04,788,No,0,0
D10188,T040,2023-11-24,748,No,0,0
D10189,T040,2024-08-23,418,Yes,9,2066
D10190,T040,2023-12-27,910,Yes,19,3909
D10191,T040,2023-10-08,633,No,0,0
D10192,T040,2023-09-04,1279,Yes,19,3573
D10193,T040,2023-09-13,1492,Yes,17,2138
D10194,T040,2023-12-03,87,No,0,0
D10195,T040,2024-09-27,1129,Yes,11,2587
D10196,T040,2024-10-03,252,No,0,0
D10197,T040,2023-07-03,255,No,0,0
D10198,T040,2023-04-24,971,No,0,0
D10199,T040,2023-10-17,53,No,0,0
D10200,T040,2023-08-30,334,No,0,0
D10201,T040,2023-12-10,685,No,0,0
D10202,T040,2023-12-16,363,No,0,0
D10203,T040,2023-04-28,795,No,0,0
D10204,T040,2023-04-06,997,No,0,0
D10205,T040,2023-01-13,335,No,0,0
D10206,T040,2024-04-06,395,No,0,0
D10207,T040,2023-12-09,927,No,0,0
D10208,T040,2024-10-06,785,No,0,0
D10209,T040,2024-04-29,569,No,0,0
D10210,T040,2023-07-03,366,No,0,0
D10211,T040,2024-01-05,567,No,0,0
D10212,T040,2023-10-01,978,No,0,0
D10213,T040,2023-06-12,579,No,0,0
D10214,T040,2024-10-29,873,No,0,0
D10215,T040,2023-10-20,769,No,0,0
D10216,T040,2023-09-27,411,No,0,0
D10217,T040,2023-01-20,180,No,0,0
D10218,T040,2024-05-18,1312,No,0,0
D10219,T040,2024-04-10,1138,No,0,0
D10220,T040,2024-03-30,404,No,0,0
D10221,T040,2024-12-12,385,No,0,0
D10222,T040,2023-02-17,244,No,0,0
D10223,T040,2023-11-13,216,No,0,0
D10224,T040,2023-03-07,1126,No,0,0
D10225,T040,2024-12-08,1039,No,0,0
D10226,T040,2024-10-01,384,No,0,0
D10227,T040,2023-06-13,732,No,0,0
D10228,T040,2023-01-14,791,No,0,0
D10229,T040,2023-03-09,213,No,0,0
D10230,T040,2024-12-26,687,No,0,0
D10231,T040,2024-09-30,307,No,0,0
D10232,T040,2024-01-22,111,No,0,0
D10233,T040,2024-09-22,373,No,0,0
D10234,T040,2024-01-30,165,No,0,0
D10235,T040,2023-07-15,569,No,0,0
D10236,T040,2023-03-13,899,No,0,0
D10237,T040,2024-03-03,483,No,0,0
D10238,T040,2023-01-01,942,No,0,0
D10239,T040,2024-09-21,1460,No,0,0
D10240,T040,2023-12-28,564,No,0,0
D10241,T040,2024-09-29,121,No,0,0
D10242,T040,2023-01-30,659,No,0,0
D10243,T040,2024-06-19,1082,No,0,0
D10244,T040,2024-07-26,606,Yes,3,127
D10245,T040,2024-03-29,1334,No,0,0
D10246,T040,2024-04-20,860,No,0,0
D10247,T040,2023-09-24,1073,Yes,1,0
D10248,T040,2023-02-21,608,No,0,0
D10249,T040,2024-09-22,1290,No,0,0
D10250,T040,2023-10-21,519,No,0,0
D10251,T040,2024-05-01,498,No,0,0
D10252,T040,2023-10-19,779,No,0,0
D10253,T040,2024-01-14,1464,No,0,0
D10254,T040,2023-06-23,1131,No,0,0
D10255,T040,2024-07-28,749,No,0,0
D10256,T040,2023-12-30,370,No,0,0
D10257,T040,2023-10-16,346,No,0,0
D10258,T040,2023-05-02,675,No,0,0
D10259,T040,2024-05-26,1217,No,0,0
D10260,T040,2024-05-05,117,No,0,0
D10261,T040,2023-03-05,1344,Yes,7,860
D10262,T040,2024-03-13,825,No,0,0
D10263,T040,2023-05-08,693,No,0,0
D10264,T040,2024-09-11,1237,No,0,0
D10265,T040,2023-06-30,796,No,0,0
D10266,T040,2024-07-16,1046,No,0,0
D10267,T040,2024-12-06,1111,No,0,0
D10268,T040,2023-12-16,970,No,0,0
D10269,T040,2023-10-27,1229,Yes,2,65
D10270,T040,2024-09-06,1178,Yes,20,2299
D10271,T040,2023-01-29,1201,Yes,5,439
D10272,T040,2023-09-16,442,No,0,0
D10273,T040,2023-05-23,1440,No,0,0
D10274,T040,2023-01-27,840,No,0,0
D10275,T040,2023-12-23,1307,No,0,0
D10276,T040,2023-09-05,1076,No,0,0
D10277,T040,2023-06-14,389,No,0,0
D10278,T040,2024-04-09,227,Yes,7,468
D10279,T040,2023-06-09,748,No,0,0
D10280,T040,2024-09-02,803,No,0,0
D10281,T040,2024-08-08,1282,Yes,3,208
D10282,T040,2024-03-10,1296,No,0,0
D10283,T040,2024-07-22,500,Yes,19,2721
D10284,T040,2024-01-15,1289,No,0,0
D10285,T040,2024-05-13,370,No,0,0
D10286,T040,2023-06-10,401,No,0,0
D10287,T040,2023-02-08,249,No,0,0
D10288,T040,2024-10-17,1087,No,0,0
D10289,T040,2023-05-17,716,No,0,0
D10290,T040,2023-05-31,377,No,0,0
D10291,T040,2024-03-27,73,No,0,0
D10292,T040,2023-05-20,1142,No,0,0
D10293,T041,2024-02-20,300,Yes,16,2873
D10294,T041,2023-08-22,800,No,0,0
D10295,T041,2024-10-11,1325,No,0,0
D10296,T041,2023-07-17,1414,No,0,0
D10297,T041,2023-08-27,582,Yes,1,0
D10298,T041,2023-03-16,1114,No,0,0
D10299,T041,2023-07-12,1418,No,0,0
D10300,T041,2023-01-06,529,No,0,0
D10301,T041,2023-09-28,279,No,0,0
D10302,T041,2023-10-05,969,No,0,0
D10303,T041,2023-07-11,249,Yes,20,4733
D10304,T041,2024-07-21,335,No,0,0
D10305,T041,2023-12-26,464,Yes,11,1291
D10306,T041,2024-12-22,505,No,0,0
D10307,T041,2023-01-15,684,No,0,0
D10308,T041,2024-09-09,673,No,0,0
D10309,T041,2023-06-07,239,Yes,7,989
D10310,T041,2024-01-09,1301,No,0,0
D10311,T041,2024-08-27,694,No,0,0
D10312,T041,2024-03-04,734,No,0,0
D10313,T041,2023-11-13,1285,No,0,0
D10314,T041,2023-03-31,304,No,0,0
D10315,T041,2023-03-16,286,No,0,0
D10316,T041,2023-12-22,680,No,0,0
D10317,T041,2023-01-30,1059,No,0,0
D10318,T041,2024-10-13,1392,No,0,0
D10319,T041,2024-10-26,1013,Yes,1,0
D10320,T041,2023-01-04,550,No,0,0
D10321,T041,2023-12-08,384,No,0,0
D10322,T041,2024-11-25,110,Yes,12,1289
D10323,T041,2024-05-03,549,No,0,0
D10324,T041,2024-11-29,197,Yes,8,2431
D10325,T041,2024-12-04,1026,No,0,0
D10326,T041,2024-02-29,150,No,0,0
D10327,T041,2023-11-17,1440,No,0,0
D10328,T041,2024-01-08,725,No,0,0
D10329,T041,2024-05-10,437,No,0,0
D10330,T041,2023-06-20,105,Yes,6,1489
D10331,T041,2024-02-24,321,No,0,0
D10332,T041,2023-01-21,907,No,0,0
D10333,T041,2023-02-28,1115,Yes,6,1092
D10334,T041,2024-10-20,372,No,0,0
D10335,T041,2023-11-18,318,No,0,0
D10336,T041,2024-12-08,656,Yes,15,2076
D10337,T041,2024-06-20,392,No,0,0
D10338,T041,2024-02-17,430,No,0,0
D10339,T041,2023-03-08,933,No,0,0
D10340,T041,2024-12-03,1106,No,0,0
D10341,T041,2024-01-22,103,Yes,13,2523
D10342,T041,2024-02-07,484,No,0,0
D10343,T041,2023-03-20,245,Yes,6,562
D10344,T041,2024-11-10,838,No,0,0
D10345,T041,2024-02-12,195,No,0,0
D10346,T041,2024-03-03,1362,No,0,0
D10347,T041,2023-02-21,507,No,0,0
D10348,T041,2024-08-06,463,No,0,0
D10349,T041,2023-11-29,497,No,0,0
D10350,T041,2024-08-27,752,No,0,0
D10351,T041,2024-08-27,772,No,0,0
D10352,T041,2023-08-19,1063,No,0,0
D10353,T041,2024-01-13,888,Yes,12,1097
D10354,T041,2024-03-08,958,No,0,0
D10355,T041,2023-06-20,1129,No,0,0
D10356,T041,2023-11-18,1489,Yes,13,4084
D10357,T041,2024-08-16,1226,Yes,8,1182
D10358,T041,2024-03-25,800,Yes,11,4235
D10359,T041,2023-06-21,503,No,0,0
D10360,T041,2023-01-03,1426,Yes,6,544
D10361,T041,2023-08-31,656,No,0,0
D10362,T041,2024-05-08,430,Yes,15,1214
D10363,T041,2023-07-18,1441,No,0,0
D10364,T041,2024-04-18,79,No,0,0
D10365,T041,2023-02-11,488,Yes,14,4557
D10366,T041,2024-04-03,1319,Yes,3,63
D10367,T041,2023-04-19,432,No,0,0
D10368,T041,2024-02-19,1494,No,0,0
D10369,T041,2024-03-30,530,No,0,0
D10370,T041,2023-11-03,1409,No,0,0
D10371,T041,2024-06-05,544,No,0,0
D10372,T041,2023-10-11,750,Yes,7,1083
D10373,T041,2024-01-04,411,Yes,10,3649
D10374,T041,2023-10-13,1307,Yes,2,278
D10375,T041,2023-12-10,317,Yes,20,1065
D10376,T041,2023-04-13,531,No,0,0
D10377,T041,2023-12-15,310,No,0,0
D10378,T041,2023-03-08,591,No,0,0
D10379,T041,2024-08-25,1149,No,0,0
D10380,T041,2024-04-04,517,No,0,0
D10381,T041,2023-09-22,621,No,0,0
D10382,T041,2023-04-08,1195,Yes,6,599
D10383,T041,2023-11-19,1404,No,0,0
D10384,T041,2023-10-20,281,Yes,16,2599
D10385,T041,2024-04-27,1475,Yes,2,239
D10386,T041,2024-06-04,362,Yes,11,4079
D10387,T041,2023-02-26,1386,Yes,5,956
D10388,T041,2024-08-05,1029,Yes,13,2502
D10389,T041,2024-09-15,678,Yes,12,3500
D10390,T041,2024-07-17,185,Yes,11,2862
D10391,T041,2024-02-01,983,No,0,0
D10392,T041,2024-01-13,188,Yes,19,3240
D10393,T041,2024-01-17,859,No,0,0
D10394,T041,2023-09-04,1355,Yes,16,1710
D10395,T041,2023-04-11,224,No,0,0
D10396,T041,2023-02-08,1175,No,0,0
D10397,T041,2024-09-17,444,No,0,0
D10398,T041,2024-10-12,1161,No,0,0
D10399,T041,2024-06-21,399,No,0,0
D10400,T041,2023-09-27,1376,Yes,4,1108
D10401,T041,2024-06-16,1374,Yes,18,2555
D10402,T041,2024-07-02,1128,Yes,11,3689
D10403,T041,2023-10-11,301,No,0,0
D10404,T041,2023-01-06,327,No,0,0
D10405,T041,2023-10-08,407,No,0,0
D10406,T041,2023-05-18,1490,No,0,0
D10407,T041,2023-01-26,550,No,0,0
D10408,T041,2024-08-31,53,No,0,0
D10409,T041,2023-02-28,1336,No,0,0
D10410,T041,2024-07-14,343,No,0,0
D10411,T041,2023-04-08,616,Yes,4,1393
D10412,T041,2023-09-16,508,Yes,10,2903
D10413,T041,2024-06-25,134,No,0,0
D10414,T041,2023-12-23,800,No,0,0
D10415,T041,2023-06-15,367,Yes,19,1371
D10416,T041,2023-09-22,1382,No,0,0
D10417,T041,2024-10-09,820,No,0,0
D10418,T041,2024-04-21,439,No,0,0
D10419,T041,2024-02-19,287,Yes,7,730
D10420,T041,2024-09-17,733,Yes,11,1665
D10421,T041,2023-02-08,265,Yes,5,451
D10422,T041,2023-10-19,829,No,0,0
D10423,T041,2023-08-28,230,Yes,13,4176
D10424,T041,2023-05-25,1227,No,0,0
D10425,T041,2023-05-20,446,No,0,0
D10426,T041,2023-10-06,1278,No,0,0
D10427,T041,2023-10-16,1119,No,0,0
D10428,T041,2023-08-11,721,Yes,1,0
D10429,T041,2023-09-03,1102,No,0,0
D10430,T041,2024-03-11,973,No,0,0
D10431,T041,2023-08-31,484,No,0,0
D10432,T041,2023-12-22,56,Yes,14,4024
D10433,T041,2023-05-24,338,Yes,1,0
D10434,T041,2023-03-12,525,Yes,5,644
D10435,T041,2023-01-20,251,No,0,0
D10436,T041,2024-06-20,336,No,0,0
D10437,T041,2023-05-21,1451,No,0,0
D10438,T041,2023-04-07,503,Yes,13,2419
D10439,T041,2023-01-27,897,Yes,17,4096
D10440,T041,2024-01-16,874,No,0,0
D10441,T041,2024-01-06,750,No,0,0
D10442,T041,2024-08-27,1415,Yes,16,3496
D10443,T041,2024-03-17,640,No,0,0
D10444,T041,2024-06-16,419,Yes,4,984
D10445,T041,2024-06-08,395,No,0,0
D10446,T041,2023-10-10,552,Yes,7,991
D10447,T041,2024-08-18,1268,No,0,0
D10448,T041,2023-01-07,1079,Yes,5,1080
D10449,T041,2024-11-29,670,Yes,10,3408
D10450,T041,2024-05-05,79,No,0,0
D10451,T041,2024-07-02,1019,Yes,2,118
D10452,T041,2024-05-08,57,Yes,9,4760
D10453,T041,2023-12-02,474,Yes,3,416
D10454,T041,2023-11-20,336,Yes,20,2734
D10455,T041,2024-02-05,1225,No,0,0
D10456,T041,2024-07-21,1337,No,0,0
D10457,T041,2023-10-20,808,No,0,0
D10458,T041,2023-10-03,691,Yes,14,1601
D10459,T041,2024-08-03,1085,No,0,0
D10460,T041,2023-07-17,1310,No,0,0
D10461,T041,2024-09-06,688,Yes,2,360
D10462,T041,2023-03-26,552,Yes,18,3778
D10463,T041,2024-06-15,617,No,0,0
D10464,T041,2024-01-20,605,No,0,0
D10465,T041,2023-07-16,541,Yes,13,3902
D10466,T041,2024-07-18,1183,Yes,1,0
D10467,T041,2024-07-01,104,No,0,0
D10468,T041,2023-08-04,298,No,0,0
D10469,T041,2024-09-12,680,No,0,0
D10470,T041,2023-01-03,611,Yes,10,3708
D10471,T041,2024-10-27,495,No,0,0
D10472,T041,2024-02-11,1086,No,0,0
D10473,T041,2024-01-30,177,Yes,4,499
D10474,T041,2024-08-07,1311,Yes,12,1159
D10475,T041,2024-06-22,1274,No,0,0
D10476,T041,2024-09-18,482,No,0,0
D10477,T041,2024-03-06,102,No,0,0
D10478,T041,2024-02-29,1004,No,0,0
D10479,T041,2023-11-18,580,No,0,0
D10480,T041,2024-02-26,893,No,0,0
D10481,T041,2023-05-28,922,Yes,14,2173
D10482,T041,2024-05-12,475,No,0,0
D10483,T041,2023-03-09,1183,Yes,16,4123
D10484,T041,2023-08-05,359,No,0,0
D10485,T041,2024-07-14,1352,No,0,0
D10486,T041,2024-05-25,867,No,0,0
D10487,T041,2024-08-31,755,No,0,0
D10488,T041,2024-03-14,102,No,0,0
D10489,T041,2023-05-21,1224,No,0,0
D10490,T041,2023-02-23,225,No,0,0
D10491,T041,2023-10-22,998,Yes,6,1199
D10492,T041,2024-04-19,680,No,0,0
D10493,T041,2024-11-07,580,No,0,0
D10494,T041,2024-06-11,219,No,0,0
D10495,T041,2023-07-03,971,Yes,9,1023
D10496,T041,2023-07-16,1289,Yes,13,3791
D10497,T041,2024-08-18,794,No,0,0
D10498,T041,2023-11-04,520,Yes,16,2841
D10499,T041,2024-09-07,512,No,0,0
D10500,T041,2024-07-15,617,No,0,0
D10501,T041,2023-03-02,139,No,0,0
D10502,T041,2023-08-19,976,Yes,17,4894
D10503,T041,2023-05-28,1117,Yes,13,1138
D10504,T041,2024-08-04,311,No,0,0
D10505,T041,2024-07-16,683,No,0,0
D10506,T041,2023-09-15,1056,Yes,17,1225
D10507,T041,2024-07-11,891,No,0,0
D10508,T041,2023-07-28,856,No,0,0
D10509,T041,2024-08-06,1192,Yes,17,2350
D10510,T041,2023-11-01,288,No,0,0
D10511,T041,2023-05-24,1403,Yes,13,3038
D10512,T041,2024-07-14,1402,Yes,15,4591
D10513,T041,2024-10-07,140,No,0,0
D10514,T041,2023-05-25,70,No,0,0
D10515,T041,2024-07-29,220,Yes,18,1508
D10516,T041,2024-03-10,1074,No,0,0
D10517,T041,2024-11-03,141,No,0,0
D10518,T041,2024-02-10,1412,No,0,0
D10519,T041,2023-03-21,1324,Yes,19,2641
D10520,T041,2023-01-09,587,No,0,0
D10521,T041,2024-11-09,674,Yes,12,2724
D10522,T041,2024-01-26,280,No,0,0
D10523,T041,2024-11-28,235,No,0,0
D10524,T041,2024-02-10,327,No,0,0
D10525,T041,2024-03-08,809,No,0,0
D10526,T041,2024-06-22,976,No,0,0
D10527,T041,2023-08-10,919,No,0,0
D10528,T041,2024-12-09,1407,Yes,10,1893
D10529,T041,2023-05-22,1221,No,0,0
D10530,T041,2023-02-28,358,Yes,17,1864
D10531,T041,2023-10-26,1496,Yes,20,1963
D10532,T041,2023-11-08,1449,No,0,0
D10533,T041,2024-11-10,1087,Yes,4,1211
D10534,T041,2024-07-28,1376,No,0,0
D10535,T041,2024-02-24,1173,Yes,6,637
D10536,T041,2024-12-02,411,No,0,0
D10537,T041,2024-07-18,269,No,0,0
D10538,T041,2024-08-18,1363,No,0,0
D10539,T041,2023-07-21,913,Yes,20,2763
D10540,T041,2023-03-26,490,No,0,0
D10541,T041,2023-02-28,944,No,0,0
D10542,T041,2023-09-22,725,No,0,0
D10543,T041,2023-11-02,681,No,0,0
D10544,T041,2023-08-15,1440,No,0,0
D10545,T041,2024-10-27,551,Yes,19,2445
D10546,T041,2023-04-19,610,No,0,0
D10547,T041,2023-10-04,63,Yes,15,1442
D10548,T041,2024-02-14,654,No,0,0
D10549,T041,2023-04-11,1084,Yes,7,361
D10550,T041,2023-01-18,504,No,0,0
D10551,T041,2024-10-10,1192,No,0,0
D10552,T041,2023-10-08,1386,No,0,0
D10553,T041,2023-08-31,1430,No,0,0
D10554,T041,2024-08-28,718,No,0,0
D10555,T041,2023-03-30,1432,No,0,0
D10556,T041,2024-01-27,950,No,0,0
D10557,T041,2024-08-16,1069,Yes,10,3487
D10558,T041,2023-09-14,308,No,0,0
D10559,T041,2023-06-23,359,No,0,0
D10560,T041,2024-01-19,170,Yes,2,58
D10561,T041,2023-10-01,341,No,0,0
D10562,T041,2023-09-02,763,Yes,11,3517
D10563,T041,2024-02-13,660,Yes,12,3504
D10564,T041,2023-11-17,1145,No,0,0
D10565,T041,2024-12-30,206,Yes,8,1137
D10566,T041,2024-04-18,1396,No,0,0
D10567,T041,2023-09-01,1295,No,0,0
D10568,T041,2023-01-03,1279,No,0,0
D10569,T041,2024-04-24,596,No,0,0
D10570,T041,2024-07-08,1177,Yes,11,4130
D10571,T041,2024-01-30,1129,Yes,11,1634
D10572,T041,2024-01-12,1056,No,0,0
D10573,T041,2023-07-12,1296,Yes,11,1491
D10574,T041,2024-12-24,292,No,0,0
D10575,T041,2023-06-01,638,Yes,1,0
D10576,T041,2023-06-13,1044,Yes,4,1011
D10577,T041,2023-12-20,258,No,0,0
D10578,T041,2023-06-07,551,No,0,0
D10579,T041,2023-03-23,740,Yes,6,575
D10580,T041,2023-11-23,108,No,0,0
D10581,T041,2023-10-25,575,No,0,0
D10582,T041,2023-03-17,1398,No,0,0
D10583,T041,2024-07-02,636,Yes,8,2616
D10584,T041,2023-12-03,1396,Yes,14,4018
D10585,T041,2024-04-19,482,Yes,12,1549
D10586,T041,2023-07-18,166,No,0,0
D10587,T041,2023-03-16,574,No,0,0
D10588,T041,2024-04-02,776,No,0,0
D10589,T041,2024-08-18,678,No,0,0
D10590,T041,2024-01-12,908,Yes,10,3156
D10591,T041,2023-02-16,92,No,0,0
D10592,T041,2024-12-04,451,Yes,9,3712
D10593,T041,2023-10-01,256,Yes,4,1186
D10594,T041,2023-12-11,145,Yes,3,491
D10595,T041,2023-12-06,972,No,0,0
D10596,T041,2024-01-25,376,No,0,0
D10597,T041,2024-06-26,489,Yes,2,216
D10598,T041,2023-12-22,842,No,0,0
D10599,T041,2024-02-04,975,Yes,17,2432
D10600,T041,2023-11-22,1337,No,0,0
D10601,T041,2024-04-18,533,Yes,9,3982
D10602,T041,2023-08-04,754,No,0,0
D10603,T041,2023-11-13,542,No,0,0
D10604,T041,2023-08-05,1307,No,0,0
D10605,T041,2024-11-25,941,Yes,12,1729
D10606,T041,2023-10-06,452,No,0,0
D10607,T041,2024-08-22,884,Yes,10,2531
D10608,T041,2024-12-27,422,Yes,20,1331
D10609,T041,2023-03-31,819,No,0,0
D10610,T041,2024-02-02,1048,Yes,6,1168
D10611,T041,2024-02-28,1189,Yes,12,3111
D10612,T041,2024-02-23,1190,No,0,0
D10613,T041,2024-03-20,280,Yes,10,4026
D10614,T041,2023-08-17,401,No,0,0
D10615,T041,2024-12-23,1079,Yes,4,1086
D10616,T041,2023-06-15,325,No,0,0
D10617,T041,2024-03-20,579,Yes,2,302
D10618,T041,2024-08-22,1056,No,0,0
D10619,T041,2024-06-14,472,No,0,0
D10620,T041,2023-11-19,342,No,0,0
D10621,T041,2024-01-13,1378,Yes,13,1991
D10622,T041,2024-06-11,736,No,0,0
D10623,T041,2023-10-19,1284,Yes,14,3586
D10624,T041,2024-06-18,1399,Yes,6,808
D10625,T041,2023-03-11,1262,Yes,14,4486
D10626,T041,2024-11-09,492,No,0,0
D10627,T041,2023-06-02,982,No,0,0
D10628,T041,2024-07-14,141,No,0,0
D10629,T041,2024-07-05,127,Yes,5,1175
D10630,T041,2024-03-03,666,No,0,0
D10631,T041,2024-08-09,608,No,0,0
D10632,T041,2024-08-09,312,Yes,6,720
D10633,T041,2024-08-24,296,No,0,0
D10634,T041,2023-02-14,1144,Yes,7,1104
D10635,T041,2024-07-05,370,No,0,0
D10636,T041,2023-10-09,234,Yes,6,1183
D10637,T041,2024-08-22,92,No,0,0
D10638,T041,2024-04-27,1337,No,0,0
D10639,T041,2024-08-17,663,No,0,0
D10640,T041,2023-08-05,359,No,0,0
D10641,T041,2023-12-08,1083,Yes,17,3245
D10642,T041,2023-10-21,874,No,0,0
D10643,T041,2023-08-10,1400,Yes,8,3599
D10644,T041,2023-09-01,125,Yes,2,257
D10645,T041,2024-02-22,1178,No,0,0
D10646,T041,2024-10-13,1498,No,0,0
D10647,T041,2023-01-23,544,Yes,12,3664
D10648,T041,2023-06-08,1176,Yes,14,1152
D10649,T041,2024-07-10,466,Yes,8,2385
D10650,T041,2023-08-07,398,No,0,0
D10651,T041,2023-12-21,97,No,0,0
D10652,T041,2024-10-20,743,Yes,6,944
D10653,T041,2024-11-30,234,No,0,0
D10654,T041,2023-07-27,477,Yes,10,1817
D10655,T041,2023-06-01,1368,Yes,4,592
D10656,T041,2024-12-11,505,No,0,0
D10657,T041,2024-02-23,226,Yes,4,808
D10658,T041,2024-06-20,160,No,0,0
D10659,T041,2023-07-15,634,No,0,0
D10660,T041,2024-07-23,1019,No,0,0
D10661,T041,2023-04-06,1061,Yes,19,3266
D10662,T041,2023-02-05,553,Yes,11,4208
D10663,T041,2024-06-04,634,No,0,0
D10664,T041,2023-09-23,1001,Yes,17,3763
D10665,T041,2023-09-27,410,No,0,0
D10666,T041,2023-10-20,1457,No,0,0
D10667,T041,2023-06-01,195,Yes,11,3619
D10668,T041,2024-01-21,238,No,0,0
D10669,T041,2024-05-13,1077,No,0,0
D10670,T041,2024-11-02,1091,No,0,0
D10671,T041,2023-08-05,654,No,0,0
D10672,T041,2023-08-16,1351,No,0,0
D10673,T041,2023-03-14,929,No,0,0
D10674,T041,2023-12-08,731,No,0,0
D10675,T041,2023-06-04,280,No,0,0
D10676,T041,2024-04-07,1395,Yes,7,309
D10677,T041,2023-01-22,570,Yes,17,3636
D10678,T041,2023-08-04,915,No,0,0
D10679,T041,2024-12-09,366,No,0,0
D10680,T041,2024-03-16,259,No,0,0
D10681,T041,2023-04-18,1254,No,0,0
D10682,T041,2023-12-19,1301,No,0,0
D10683,T041,2023-08-27,1393,No,0,0
D10684,T041,2023-11-12,1208,No,0,0
D10685,T041,2024-06-11,546,No,0,0
