Fuel_ID,Truck_ID,Date,Litres_Consumed,Distance_Covered_KM,Fuel_Efficiency_KMPL
F01730,T043,2023-11-17,1466,3592,2.45
F01731,T043,2023-11-24,1858,4553,2.45
F01732,T043,2023-11-15,2023,4957,2.45
F01733,T043,2024-03-12,2481,6079,2.45
F01734,T043,2024-03-01,2540,6223,2.45
F01735,T043,2024-03-16,3160,7743,2.45
F01736,T043,2024-03-27,2068,5066,2.45
F01737,T043,2023-01-15,1775,4349,2.45
F01738,T043,2023-01-26,1233,3022,2.45
F01739,T043,2023-01-18,1504,3686,2.45
F01740,T043,2024-09-06,1629,3990,2.45
F01741,T043,2024-09-07,1306,3200,2.45
F01742,T043,2024-09-25,1289,3159,2.45
F01743,T043,2024-09-14,1374,3367,2.45
F01744,T043,2024-08-26,2209,5412,2.45
F01745,T043,2024-08-07,2231,5466,2.45
F01746,T043,2024-08-14,2872,7036,2.45
F01747,T043,2023-03-25,2618,6415,2.45
F01748,T043,2023-03-05,1717,4207,2.45
F01749,T043,2023-03-16,2318,5679,2.45
F01750,T043,2023-03-16,1696,4154,2.45
F01751,T043,2023-02-12,1428,3499,2.45
F01752,T043,2023-02-06,1188,2910,2.45
F01753,T043,2023-02-15,1518,3720,2.45
F01754,T043,2023-05-12,1148,2813,2.45
F01755,T043,2023-05-07,893,2188,2.45
F01756,T043,2023-05-19,1195,2927,2.45
F01757,T043,2023-12-15,1358,3328,2.45
F01758,T043,2023-12-06,1956,4792,2.45
F01759,T043,2023-12-08,1322,3239,2.45
F01760,T043,2024-10-14,2078,5092,2.45
F01761,T043,2024-10-01,1940,4752,2.45
F01762,T043,2024-10-11,2587,6337,2.45
F01763,T043,2023-04-11,2129,5217,2.45
F01764,T043,2023-04-17,2344,5744,2.45
F01765,T043,2023-04-08,1934,4738,2.45
F01766,T043,2023-08-12,2227,5456,2.45
F01767,T043,2023-08-05,1949,4774,2.45
F01768,T043,2023-08-12,1713,4197,2.45
F01769,T043,2023-07-09,1884,4615,2.45
F01770,T043,2023-07-13,2652,6498,2.45
F01771,T043,2023-07-05,1784,4372,2.45
F01772,T043,2023-09-12,1495,3663,2.45
F01773,T043,2023-09-06,1462,3583,2.45
F01774,T043,2023-09-14,1511,3703,2.45
F01775,T043,2024-01-18,2533,6206,2.45
F01776,T043,2024-01-05,2093,5127,2.45
F01777,T043,2024-01-01,1894,4641,2.45
F01778,T043,2024-02-05,1841,4511,2.45
F01779,T043,2024-02-16,2719,6661,2.45
F01780,T043,2024-02-23,2184,5350,2.45
F01781,T043,2023-10-25,813,1992,2.45
F01782,T043,2023-10-03,823,2016,2.45
F01783,T043,2023-10-16,1044,2557,2.45
F01784,T043,2024-11-30,1115,2732,2.45
F01785,T043,2024-12-16,1456,3566,2.45
F01786,T043,2024-12-17,1642,4022,2.45
F01787,T043,2024-11-23,1264,3098,2.45
F01788,T043,2024-11-18,1296,3176,2.45
F01789,T043,2024-11-08,1504,3686,2.45
F01790,T043,2024-04-11,1639,4015,2.45
F01791,T043,2024-04-03,1380,3381,2.45
F01792,T043,2024-04-27,1323,3241,2.45
F01793,T043,2024-05-21,642,1574,2.45
F01794,T043,2024-05-17,706,1730,2.45
F01795,T043,2024-05-22,560,1372,2.45
F01796,T044,2024-03-19,2304,5645,2.45
F01797,T044,2024-03-16,2004,4909,2.45
F01798,T044,2024-03-08,1683,4123,2.45
F01799,T044,2023-04-06,2323,5691,2.45
F01800,T044,2023-04-12,1699,4163,2.45
F01801,T044,2023-04-12,2774,6797,2.45
F01802,T044,2023-05-16,2261,5539,2.45
F01803,T044,2023-05-02,2926,7169,2.45
F01804,T044,2023-05-08,3351,8211,2.45
F01805,T044,2024-12-25,1846,4523,2.45
F01806,T044,2024-12-14,2813,6892,2.45
F01807,T044,2024-12-08,2703,6622,2.45
F01808,T044,2023-07-20,2390,5856,2.45
F01809,T044,2023-07-15,2591,6349,2.45
F01810,T044,2023-07-16,2547,6239,2.45
F01811,T044,2024-06-06,2640,6468,2.45
F01812,T044,2024-06-11,2308,5654,2.45
F01813,T044,2024-06-20,2661,6519,2.45
F01814,T044,2024-06-24,1642,4024,2.45
F01815,T044,2024-11-04,1642,4022,2.45
F01816,T044,2024-11-25,1071,2624,2.45
F01817,T044,2024-11-23,1433,3511,2.45
F01818,T044,2024-05-09,1684,4125,2.45
F01819,T044,2024-05-16,2344,5742,2.45
F01820,T044,2024-05-15,1593,3902,2.45
F01821,T044,2023-09-13,1798,4405,2.45
F01822,T044,2023-09-26,1898,4650,2.45
F01823,T044,2023-09-22,2997,7342,2.45
F01824,T044,2023-01-14,2809,6881,2.45
F01825,T044,2023-01-01,2053,5030,2.45
F01826,T044,2023-01-05,2667,6534,2.45
F01827,T044,2023-02-09,2141,5245,2.45
F01828,T044,2023-02-10,1298,3180,2.45
F01829,T044,2023-02-23,1820,4460,2.45
F01830,T044,2023-02-05,1618,3965,2.45
F01831,T044,2023-11-20,1343,3291,2.45
F01832,T044,2023-11-07,1362,3338,2.45
F01833,T044,2023-11-01,1880,4607,2.45
F01834,T044,2024-07-03,1990,4876,2.45
F01835,T044,2024-07-26,1604,3929,2.45
F01836,T044,2024-07-01,1913,4686,2.45
F01837,T044,2024-07-26,2280,5586,2.45
F01838,T044,2024-08-02,1451,3555,2.45
F01839,T044,2024-08-02,1318,3228,2.45
F01840,T044,2024-08-18,2101,5148,2.45
F01841,T044,2024-10-23,1269,3110,2.45
F01842,T044,2024-10-07,885,2169,2.45
F01843,T044,2024-10-18,1153,2825,2.45
F01844,T044,2023-06-07,1524,3734,2.45
F01845,T044,2023-06-24,1615,3956,2.45
F01846,T044,2023-06-16,1270,3112,2.45
F01847,T044,2023-08-16,2111,5173,2.45
F01848,T044,2023-08-13,1296,3174,2.45
F01849,T044,2023-08-26,1491,3652,2.45
F01850,T044,2023-10-20,2251,5515,2.45
F01851,T044,2023-10-16,1520,3723,2.45
F01852,T044,2023-10-01,2251,5515,2.45
F01853,T044,2023-10-21,1616,3959,2.45
F01854,T044,2023-03-19,1893,4639,2.45
F01855,T044,2023-03-25,2676,6556,2.45
F01856,T044,2023-03-11,3257,7979,2.45
F01857,T044,2024-09-23,1565,3835,2.45
F01858,T044,2024-09-09,2098,5140,2.45
F01859,T044,2024-09-05,1824,4468,2.45
F01860,T044,2024-02-09,1792,4390,2.45
F01861,T044,2024-01-31,1792,4390,2.45
F01862,T044,2024-02-04,1309,3208,2.45
F01863,T044,2024-04-08,1576,3860,2.45
F01864,T044,2024-04-22,1805,4422,2.45
F01865,T044,2024-04-06,1723,4221,2.45
F01866,T044,2024-01-14,1743,4271,2.45
F01867,T044,2024-01-04,1675,4103,2.45
F01868,T044,2024-01-03,1641,4020,2.45
F01869,T044,2023-12-05,854,2092,2.45
F01870,T044,2023-11-30,760,1862,2.45
F01871,T044,2023-12-14,781,1914,2.45
F01872,T045,2024-02-16,1502,3679,2.45
F01873,T045,2024-02-13,2308,5654,2.45
F01874,T045,2024-02-11,2326,5698,2.45
F01875,T045,2024-05-08,1404,3440,2.45
F01876,T045,2024-05-24,2196,5379,2.45
F01877,T045,2024-05-17,1998,4894,2.45
F01878,T045,2023-01-07,2064,5056,2.45
F01879,T045,2023-01-27,1811,4438,2.45
F01880,T045,2023-01-26,2568,6291,2.45
F01881,T045,2023-07-17,1406,3444,2.45
F01882,T045,2023-07-08,1707,4181,2.45
F01883,T045,2023-07-18,1426,3493,2.45
F01884,T045,2023-10-23,3055,7485,2.45
F01885,T045,2023-10-26,1942,4758,2.45
F01886,T045,2023-10-20,2724,6673,2.45
F01887,T045,2024-12-10,1174,2876,2.45
F01888,T045,2024-12-05,922,2260,2.45
F01889,T045,2024-12-22,969,2374,2.45
F01890,T045,2024-10-12,1224,3000,2.45
F01891,T045,2024-10-23,1918,4698,2.45
F01892,T045,2024-10-20,1370,3356,2.45
F01893,T045,2023-04-02,2933,7185,2.45
F01894,T045,2023-04-06,2604,6381,2.45
F01895,T045,2023-04-01,2393,5863,2.45
F01896,T045,2023-02-04,1963,4809,2.45
F01897,T045,2023-02-14,1945,4765,2.45
F01898,T045,2023-02-14,2107,5162,2.45
F01899,T045,2024-11-07,1718,4209,2.45
F01900,T045,2024-11-18,2457,6020,2.45
F01901,T045,2024-11-10,2577,6313,2.45
F01902,T045,2024-11-27,2437,5971,2.45
F01903,T045,2024-03-05,2011,4927,2.45
F01904,T045,2024-03-05,1347,3299,2.45
F01905,T045,2024-03-02,1454,3563,2.45
F01906,T045,2024-08-19,2130,5218,2.45
F01907,T045,2024-08-26,2280,5587,2.45
F01908,T045,2024-08-17,2216,5428,2.45
F01909,T045,2024-06-03,1962,4808,2.45
F01910,T045,2024-06-06,1821,4462,2.45
F01911,T045,2024-06-22,1255,3075,2.45
F01912,T045,2023-12-25,1356,3322,2.45
F01913,T045,2023-12-20,1431,3507,2.45
F01914,T045,2023-12-17,1921,4706,2.45
F01915,T045,2023-05-12,2782,6816,2.45
F01916,T045,2023-05-02,1748,4282,2.45
F01917,T045,2023-05-06,1847,4524,2.45
F01918,T045,2024-07-27,2551,6251,2.45
F01919,T045,2024-07-10,1790,4385,2.45
F01920,T045,2024-07-22,1996,4890,2.45
F01921,T045,2024-07-23,2654,6503,2.45
F01922,T045,2023-09-19,2495,6113,2.45
F01923,T045,2023-09-26,2616,6409,2.45
F01924,T045,2023-09-11,1690,4141,2.45
F01925,T045,2024-04-13,1254,3072,2.45
F01926,T045,2024-04-09,1195,2927,2.45
F01927,T045,2024-04-20,1578,3867,2.45
F01928,T045,2023-11-07,2172,5322,2.45
F01929,T045,2023-11-06,2042,5004,2.45
F01930,T045,2023-11-02,1894,4640,2.45
F01931,T045,2023-06-21,916,2243,2.45
F01932,T045,2023-06-18,1379,3379,2.45
F01933,T045,2023-06-06,1367,3349,2.45
F01934,T045,2023-08-10,1831,4485,2.45
F01935,T045,2023-08-15,2160,5291,2.45
F01936,T045,2023-08-02,2551,6249,2.45
F01937,T045,2024-01-10,1232,3018,2.45
F01938,T045,2024-01-12,1536,3764,2.45
F01939,T045,2024-01-10,1578,3865,2.45
F01940,T045,2023-03-25,1546,3788,2.45
F01941,T045,2023-03-01,1258,3082,2.45
F01942,T045,2023-02-28,1140,2793,2.45
F01943,T045,2024-09-09,1245,3050,2.45
F01944,T045,2024-09-01,929,2275,2.45
F01945,T045,2024-09-04,1077,2639,2.45
F01946,T046,2024-04-21,1179,2888,2.45
F01947,T046,2024-04-06,1731,4242,2.45
F01948,T046,2024-03-31,1528,3743,2.45
F01949,T046,2024-07-17,1766,4326,2.45
F01950,T046,2024-07-01,1456,3566,2.45
F01951,T046,2024-06-30,2018,4944,2.45
F01952,T046,2024-02-10,1953,4786,2.45
F01953,T046,2024-02-16,1402,3435,2.45
F01954,T046,2024-02-16,1891,4632,2.45
F01955,T046,2024-03-17,2273,5568,2.45
F01956,T046,2024-03-13,1856,4546,2.45
F01957,T046,2024-03-16,2969,7273,2.45
F01958,T046,2024-03-27,2528,6193,2.45
F01959,T046,2023-03-24,2969,7274,2.45
F01960,T046,2023-03-04,2877,7048,2.45
F01961,T046,2023-03-15,1726,4229,2.45
F01962,T046,2024-10-13,1999,4898,2.45
F01963,T046,2024-10-17,1824,4470,2.45
F01964,T046,2024-10-20,1475,3614,2.45
F01965,T046,2024-12-27,2509,6148,2.45
F01966,T046,2024-12-26,2706,6629,2.45
F01967,T046,2024-12-16,1855,4544,2.45
F01968,T046,2024-12-25,2117,5186,2.45
F01969,T046,2023-05-27,2994,7335,2.45
F01970,T046,2023-05-18,2139,5240,2.45
F01971,T046,2023-05-02,1735,4250,2.45
F01972,T046,2023-07-18,2558,6266,2.45
F01973,T046,2023-07-25,1672,4097,2.45
F01974,T046,2023-07-24,2479,6073,2.45
F01975,T046,2023-04-09,2266,5551,2.45
F01976,T046,2023-04-03,2379,5829,2.45
F01977,T046,2023-04-02,1654,4052,2.45
F01978,T046,2023-08-24,2455,6014,2.45
F01979,T046,2023-08-14,2648,6487,2.45
F01980,T046,2023-08-26,3530,8649,2.45
F01981,T046,2023-11-08,2254,5522,2.45
F01982,T046,2023-11-03,2551,6251,2.45
F01983,T046,2023-11-26,2378,5826,2.45
F01984,T046,2023-02-16,2040,4999,2.45
F01985,T046,2023-02-14,1608,3940,2.45
F01986,T046,2023-02-20,1487,3643,2.45
F01987,T046,2024-06-22,1774,4347,2.45
F01988,T046,2024-06-20,1909,4678,2.45
F01989,T046,2024-06-05,1977,4844,2.45
F01990,T046,2024-06-23,2146,5258,2.45
F01991,T046,2024-11-10,1175,2878,2.45
F01992,T046,2024-11-24,1204,2951,2.45
F01993,T046,2024-11-19,1368,3351,2.45
F01994,T046,2023-01-06,2299,5632,2.45
F01995,T046,2023-01-01,1808,4429,2.45
F01996,T046,2022-12-31,2686,6581,2.45
F01997,T046,2023-01-21,2841,6961,2.45
F01998,T046,2024-01-17,2673,6548,2.45
F01999,T046,2024-01-14,2518,6170,2.45
F02000,T046,2024-01-08,3264,7996,2.45
F02001,T046,2024-08-14,1099,2693,2.45
F02002,T046,2024-08-18,1226,3004,2.45
F02003,T046,2024-07-31,810,1984,2.45
F02004,T046,2023-09-06,1522,3729,2.45
F02005,T046,2023-09-26,1785,4373,2.45
F02006,T046,2023-09-09,1353,3314,2.45
F02007,T046,2024-09-03,2001,4903,2.45
F02008,T046,2024-09-18,2929,7176,2.45
F02009,T046,2024-09-06,2075,5083,2.45
F02010,T046,2023-06-17,2573,6304,2.45
F02011,T046,2023-06-01,2368,5801,2.45
F02012,T046,2023-06-19,2300,5634,2.45
F02013,T046,2023-12-22,1062,2601,2.45
F02014,T046,2023-12-07,1324,3244,2.45
F02015,T046,2023-12-17,1062,2601,2.45
F02016,T046,2023-10-15,1976,4841,2.45
F02017,T046,2023-10-22,1893,4637,2.45
F02018,T046,2023-10-08,1997,4892,2.45
F02019,T046,2024-05-20,1216,2980,2.45
F02020,T046,2024-05-23,1783,4368,2.45
F02021,T046,2024-05-07,1200,2940,2.45
F02022,T047,2024-08-26,1548,4768,3.08
F02023,T047,2024-08-22,2036,6271,3.08
F02024,T047,2024-08-24,2121,6532,3.08
F02025,T047,2024-08-03,2100,6467,3.08
F02026,T047,2023-09-25,1854,5709,3.08
F02027,T047,2023-09-22,1504,4631,3.08
F02028,T047,2023-09-11,1524,4694,3.08
F02029,T047,2023-09-18,1771,5455,3.08
F02030,T047,2023-07-23,1820,5605,3.08
F02031,T047,2023-07-13,1555,4788,3.08
F02032,T047,2023-07-26,1378,4244,3.08
F02033,T047,2023-05-22,2366,7286,3.08
F02034,T047,2023-05-25,2028,6245,3.08
F02035,T047,2023-05-12,1968,6062,3.08
F02036,T047,2023-05-20,1570,4837,3.08
F02037,T047,2024-04-07,1544,4757,3.08
F02038,T047,2024-04-24,1561,4807,3.08
F02039,T047,2024-04-22,1287,3964,3.08
F02040,T047,2024-07-25,1864,5740,3.08
F02041,T047,2024-07-23,1553,4783,3.08
F02042,T047,2024-07-04,1864,5740,3.08
F02043,T047,2024-11-12,2454,7557,3.08
F02044,T047,2024-11-14,2663,8203,3.08
F02045,T047,2024-11-09,2369,7298,3.08
F02046,T047,2023-03-02,1485,4575,3.08
F02047,T047,2023-03-18,1114,3431,3.08
F02048,T047,2023-03-09,1048,3227,3.08
F02049,T047,2023-11-02,1868,5753,3.08
F02050,T047,2023-11-13,1909,5879,3.08
F02051,T047,2023-11-10,2196,6764,3.08
F02052,T047,2023-10-13,1374,4231,3.08
F02053,T047,2023-10-20,1429,4400,3.08
F02054,T047,2023-10-07,1593,4907,3.08
F02055,T047,2024-01-15,1721,5301,3.08
F02056,T047,2024-01-16,1466,4514,3.08
F02057,T047,2024-01-22,1312,4041,3.08
F02058,T047,2024-05-14,1899,5848,3.08
F02059,T047,2024-05-04,2753,8480,3.08
F02060,T047,2024-05-27,2563,7895,3.08
F02061,T047,2024-03-15,2149,6618,3.08
F02062,T047,2024-03-26,1952,6012,3.08
F02063,T047,2024-03-24,2274,7004,3.08
F02064,T047,2024-03-23,2185,6729,3.08
F02065,T047,2023-08-06,1386,4270,3.08
F02066,T047,2023-08-12,2017,6211,3.08
F02067,T047,2023-08-09,1150,3542,3.08
F02068,T047,2023-08-18,1213,3736,3.08
F02069,T047,2023-02-27,1979,6094,3.08
F02070,T047,2023-02-23,1863,5739,3.08
F02071,T047,2023-02-19,1383,4260,3.08
F02072,T047,2023-01-05,2214,6819,3.08
F02073,T047,2023-01-27,1613,4969,3.08
F02074,T047,2023-01-25,1682,5180,3.08
F02075,T047,2023-01-17,1785,5497,3.08
F02076,T047,2024-10-14,1435,4419,3.08
F02077,T047,2024-10-05,1056,3254,3.08
F02078,T047,2024-10-11,1618,4982,3.08
F02079,T047,2023-06-06,1568,4828,3.08
F02080,T047,2023-06-20,1546,4763,3.08
F02081,T047,2023-06-08,2382,7338,3.08
F02082,T047,2023-06-06,2006,6180,3.08
F02083,T047,2023-06-24,2445,7531,3.08
F02084,T047,2023-06-03,2048,6308,3.08
F02085,T047,2023-04-10,798,2458,3.08
F02086,T047,2023-04-12,759,2339,3.08
F02087,T047,2023-04-18,1202,3702,3.08
F02088,T047,2023-12-26,1242,3825,3.08
F02089,T047,2023-12-24,1508,4645,3.08
F02090,T047,2023-12-15,1168,3598,3.08
F02091,T047,2023-12-16,1626,5009,3.08
F02092,T047,2024-12-13,1418,4367,3.08
F02093,T047,2024-12-01,2100,6467,3.08
F02094,T047,2024-11-30,1256,3869,3.08
F02095,T047,2024-12-21,2279,7020,3.08
F02096,T047,2024-02-07,1943,5985,3.08
F02097,T047,2024-01-31,2937,9047,3.08
F02098,T047,2024-02-14,2531,7794,3.08
F02099,T047,2024-06-06,1799,5542,3.08
F02100,T047,2024-06-22,1098,3382,3.08
F02101,T047,2024-06-02,1494,4603,3.08
F02102,T047,2024-09-09,1557,4795,3.08
F02103,T047,2024-09-07,1809,5573,3.08
F02104,T047,2024-09-14,1725,5313,3.08
F02105,T048,2024-11-05,1306,3893,2.98
F02106,T048,2024-11-25,1341,3997,2.98
F02107,T048,2024-11-12,2090,6229,2.98
F02108,T048,2023-06-24,2420,7211,2.98
F02109,T048,2023-06-14,2381,7094,2.98
F02110,T048,2023-06-24,1756,5234,2.98
F02111,T048,2024-03-17,2302,6859,2.98
F02112,T048,2024-03-05,2207,6576,2.98
F02113,T048,2024-03-11,1503,4478,2.98
F02114,T048,2023-02-04,1555,4634,2.98
F02115,T048,2023-02-01,1200,3576,2.98
F02116,T048,2023-02-23,1606,4785,2.98
F02117,T048,2023-02-15,1403,4180,2.98
F02118,T048,2023-04-21,1391,4144,2.98
F02119,T048,2023-04-13,1340,3994,2.98
F02120,T048,2023-04-18,1340,3994,2.98
F02121,T048,2024-12-02,1418,4225,2.98
F02122,T048,2024-12-13,2193,6534,2.98
F02123,T048,2024-12-27,1834,5464,2.98
F02124,T048,2023-05-10,2680,7987,2.98
F02125,T048,2023-05-05,2271,6768,2.98
F02126,T048,2023-05-16,1885,5618,2.98
F02127,T048,2023-01-27,1399,4169,2.98
F02128,T048,2023-01-01,1794,5347,2.98
F02129,T048,2023-01-19,1095,3263,2.98
F02130,T048,2024-04-16,2148,6400,2.98
F02131,T048,2024-03-31,1997,5950,2.98
F02132,T048,2024-04-22,1795,5350,2.98
F02133,T048,2024-10-19,1618,4822,2.98
F02134,T048,2024-10-14,1273,3793,2.98
F02135,T048,2024-10-17,1491,4443,2.98
F02136,T048,2024-09-16,1170,3486,2.98
F02137,T048,2024-09-12,1426,4249,2.98
F02138,T048,2024-09-09,1292,3850,2.98
F02139,T048,2024-05-15,2100,6257,2.98
F02140,T048,2024-05-05,1277,3804,2.98
F02141,T048,2024-05-20,1545,4605,2.98
F02142,T048,2023-11-11,1012,3017,2.98
F02143,T048,2023-11-04,904,2694,2.98
F02144,T048,2023-11-12,856,2550,2.98
F02145,T048,2023-10-18,1315,3918,2.98
F02146,T048,2023-10-21,1972,5878,2.98
F02147,T048,2023-10-19,1835,5468,2.98
F02148,T048,2023-09-12,1631,4861,2.98
F02149,T048,2023-09-07,971,2894,2.98
F02150,T048,2023-09-02,1359,4051,2.98
F02151,T048,2024-06-18,533,1588,2.98
F02152,T048,2024-06-26,428,1275,2.98
F02153,T048,2024-06-16,371,1106,2.98
F02154,T048,2024-01-01,986,2939,2.98
F02155,T048,2024-01-24,1088,3242,2.98
F02156,T048,2024-01-04,1068,3182,2.98
F02157,T048,2023-08-01,1415,4218,2.98
F02158,T048,2023-08-07,1626,4846,2.98
F02159,T048,2023-08-15,1280,3814,2.98
F02160,T048,2023-07-21,1017,3032,2.98
F02161,T048,2023-07-23,783,2334,2.98
F02162,T048,2023-07-20,756,2254,2.98
F02163,T048,2024-06-30,1884,5614,2.98
F02164,T048,2024-07-14,2442,7276,2.98
F02165,T048,2024-07-26,1922,5729,2.98
F02166,T048,2023-12-11,2268,6760,2.98
F02167,T048,2023-12-08,1613,4806,2.98
F02168,T048,2023-12-16,1843,5493,2.98
F02169,T048,2023-03-21,1563,4659,2.98
F02170,T048,2023-03-24,1543,4597,2.98
F02171,T048,2023-03-01,2231,6647,2.98
F02172,T048,2024-08-04,1266,3774,2.98
F02173,T048,2024-08-24,950,2831,2.98
F02174,T048,2024-08-12,1077,3208,2.98
F02175,T048,2024-02-22,1606,4787,2.98
F02176,T048,2024-02-20,1395,4158,2.98
F02177,T048,2024-02-17,1217,3626,2.98
F02178,T049,2024-01-11,2199,6091,2.77
F02179,T049,2024-01-18,2492,6903,2.77
F02180,T049,2023-12-31,1655,4583,2.77
F02181,T049,2023-04-25,1610,4460,2.77
F02182,T049,2023-04-04,1409,3903,2.77
F02183,T049,2023-04-20,1738,4815,2.77
F02184,T049,2023-04-13,2214,6133,2.77
F02185,T049,2023-06-12,1473,4080,2.77
F02186,T049,2023-06-09,1741,4822,2.77
F02187,T049,2023-06-01,2277,6306,2.77
F02188,T049,2024-10-01,1404,3888,2.77
F02189,T049,2024-10-24,1588,4400,2.77
F02190,T049,2024-10-23,1459,4042,2.77
F02191,T049,2024-10-13,1478,4093,2.77
F02192,T049,2024-05-08,2175,6025,2.77
F02193,T049,2024-05-03,1946,5391,2.77
F02194,T049,2024-05-21,1813,5021,2.77
F02195,T049,2024-05-14,1374,3805,2.77
F02196,T049,2024-06-13,1742,4826,2.77
F02197,T049,2024-06-05,1565,4334,2.77
F02198,T049,2024-06-17,1636,4531,2.77
F02199,T049,2023-08-27,1892,5242,2.77
F02200,T049,2023-08-24,1506,4172,2.77
F02201,T049,2023-08-18,1468,4065,2.77
F02202,T049,2023-08-06,2105,5830,2.77
F02203,T049,2023-08-24,2240,6205,2.77
F02204,T049,2023-12-03,1914,5302,2.77
F02205,T049,2023-11-30,2328,6449,2.77
F02206,T049,2023-12-11,1421,3935,2.77
F02207,T049,2024-12-02,865,2395,2.77
F02208,T049,2024-12-26,1242,3440,2.77
F02209,T049,2024-12-05,716,1982,2.77
F02210,T049,2024-09-10,1948,5396,2.77
F02211,T049,2024-09-05,2750,7617,2.77
F02212,T049,2024-09-13,2177,6030,2.77
F02213,T049,2023-02-08,1974,5469,2.77
F02214,T049,2023-01-31,1668,4620,2.77
F02215,T049,2023-02-01,1260,3489,2.77
F02216,T049,2023-05-07,1231,3409,2.77
F02217,T049,2023-05-26,1417,3925,2.77
F02218,T049,2023-05-13,870,2410,2.77
F02219,T049,2024-07-14,1518,4206,2.77
F02220,T049,2024-07-22,2008,5563,2.77
F02221,T049,2024-07-18,1600,4432,2.77
F02222,T049,2023-09-14,2214,6132,2.77
F02223,T049,2023-09-22,2803,7763,2.77
F02224,T049,2023-09-08,2284,6328,2.77
F02225,T049,2023-07-11,2907,8053,2.77
F02226,T049,2023-07-23,2907,8053,2.77
F02227,T049,2023-07-14,1749,4845,2.77
F02228,T049,2023-07-15,1655,4583,2.77
F02229,T049,2023-11-06,1522,4217,2.77
F02230,T049,2023-11-20,1815,5028,2.77
F02231,T049,2023-11-04,2381,6596,2.77
F02232,T049,2023-01-10,2037,5642,2.77
F02233,T049,2023-01-03,2485,6884,2.77
F02234,T049,2023-01-09,1487,4119,2.77
F02235,T049,2023-01-11,1752,4852,2.77
F02236,T049,2024-04-09,1766,4891,2.77
F02237,T049,2024-04-08,1835,5083,2.77
F02238,T049,2024-04-09,1299,3597,2.77
F02239,T049,2024-11-09,2226,6167,2.77
F02240,T049,2024-11-27,2597,7195,2.77
F02241,T049,2024-11-19,1731,4796,2.77
F02242,T049,2023-03-22,1479,4096,2.77
F02243,T049,2023-03-27,1514,4193,2.77
F02244,T049,2023-03-25,1421,3935,2.77
F02245,T049,2024-03-25,1849,5122,2.77
F02246,T049,2024-03-27,2389,6618,2.77
F02247,T049,2024-03-16,1579,4374,2.77
F02248,T049,2024-03-26,1745,4834,2.77
F02249,T049,2024-08-05,2374,6575,2.77
F02250,T049,2024-08-23,2457,6805,2.77
F02251,T049,2024-08-15,2040,5652,2.77
F02252,T049,2024-02-07,1999,5538,2.77
F02253,T049,2024-02-02,1371,3797,2.77
F02254,T049,2024-02-18,1352,3745,2.77
F02255,T049,2023-10-12,1262,3495,2.77
F02256,T049,2023-10-08,1539,4263,2.77
F02257,T049,2023-10-20,1508,4177,2.77
F02258,T049,2023-10-05,1985,5499,2.77
F02259,T050,2024-09-03,2248,6923,3.08
F02260,T050,2024-09-17,2229,6864,3.08
F02261,T050,2024-09-17,1775,5468,3.08
F02262,T050,2023-02-09,560,1725,3.08
F02263,T050,2023-01-31,470,1447,3.08
F02264,T050,2023-02-12,734,2260,3.08
F02265,T050,2024-02-26,2138,6584,3.08
F02266,T050,2024-02-06,1819,5604,3.08
F02267,T050,2024-02-06,2120,6529,3.08
F02268,T050,2024-02-10,1908,5876,3.08
F02269,T050,2024-02-22,1872,5767,3.08
F02270,T050,2024-07-18,1635,5035,3.08
F02271,T050,2024-07-24,1321,4069,3.08
F02272,T050,2024-07-26,1866,5747,3.08
F02273,T050,2024-07-04,1239,3815,3.08
F02274,T050,2023-05-12,1954,6019,3.08
F02275,T050,2023-05-27,1696,5223,3.08
F02276,T050,2023-05-08,1308,4029,3.08
F02277,T050,2023-05-17,1922,5919,3.08
F02278,T050,2023-09-30,2223,6848,3.08
F02279,T050,2023-10-13,1873,5770,3.08
F02280,T050,2023-10-22,1626,5009,3.08
F02281,T050,2023-10-15,2038,6278,3.08
F02282,T050,2023-12-10,1716,5284,3.08
F02283,T050,2023-12-05,1167,3595,3.08
F02284,T050,2023-12-13,998,3075,3.08
F02285,T050,2024-06-08,1830,5637,3.08
F02286,T050,2024-06-10,2265,6976,3.08
F02287,T050,2024-06-16,1703,5246,3.08
F02288,T050,2024-06-22,2211,6809,3.08
F02289,T050,2023-03-19,1544,4757,3.08
F02290,T050,2023-03-02,1121,3452,3.08
F02291,T050,2023-03-25,1463,4505,3.08
F02292,T050,2023-03-20,1668,5136,3.08
F02293,T050,2024-12-04,2475,7624,3.08
F02294,T050,2024-12-08,2025,6238,3.08
F02295,T050,2024-12-13,2066,6364,3.08
F02296,T050,2024-11-27,1762,5426,3.08
F02297,T050,2024-11-07,1202,3701,3.08
F02298,T050,2024-11-03,1379,4248,3.08
F02299,T050,2023-06-10,1679,5170,3.08
F02300,T050,2023-06-04,1787,5505,3.08
F02301,T050,2023-06-01,1548,4767,3.08
F02302,T050,2024-08-17,1753,5399,3.08
F02303,T050,2024-08-11,1609,4957,3.08
F02304,T050,2024-08-18,1307,4025,3.08
F02305,T050,2024-01-12,2236,6886,3.08
F02306,T050,2024-01-09,1633,5030,3.08
F02307,T050,2024-01-26,1827,5628,3.08
F02308,T050,2024-01-21,2469,7604,3.08
F02309,T050,2024-01-19,1594,4910,3.08
F02310,T050,2024-03-02,1390,4282,3.08
F02311,T050,2024-03-07,2163,6661,3.08
